Primary Org Id,Primary Org Name,Country Name,ROR ID
60019497,"International Institute for Applied Systems Analysis, Laxenburg",Austria,https://ror.org/02wfhk785
60019499,Chinese Academy of Sciences,China,https://ror.org/034t30j35
60019507,Athens University of Economics and Business,Greece,https://ror.org/03s262162
60019511,Sugiyama Jogakuen University,Japan,https://ror.org/027nene90
60019512,V.I. Il'ichev Pacific Oceanological Institute,Russian Federation,https://ror.org/05qc18f66
60019513,Université Savoie Mont Blanc,France,https://ror.org/04gqg1a07
60019518,Xinjiang Agricultural University,China,https://ror.org/04qjh2h11
60019519,Çanakkale Onsekiz Mart Üniversitesi,Turkey,https://ror.org/05rsv8p09
60019526,Mount Holyoke College,United States,https://ror.org/031z8pr38
60019533,Tianjin University,China,https://ror.org/012tb2g32
60019544,Macquarie University,Australia,https://ror.org/01sf06y89
60019561,Universidad Autonoma de Coahuila,Mexico,https://ror.org/00dpnh189
60019572,Hainan Medical University,China,https://ror.org/004eeze55
60019578,Monash University,Australia,https://ror.org/02bfwt286
60019580,National Institute for Genetic Engineering and Biotechnology Iran,Iran,https://ror.org/03ckh6215
60019586,Universidad de Playa Ancha,Chile,https://ror.org/03k552p43
60019594,Danaher Corporation,United States,https://ror.org/04pzf5g91
60019596,Baystate Health,United States,https://ror.org/02x011m46
60019600,Nova Southeastern University,United States,https://ror.org/042bbge36
60019607,Universidad Autónoma de Tamaulipas,Mexico,https://ror.org/04hhneb29
60019611,University of the West of England,United Kingdom,https://ror.org/02nwg5t34
60019612,AB Electrolux,Sweden,https://ror.org/01mwx9v75
60019615,CEA Saclay,France,https://ror.org/00e6ehb20
60019616,Harbin Institute of Technology,China,https://ror.org/01yqg2h08
60019617,ENSAIT Ecole Nationale Supérieure des Arts et Industries Textiles,France,https://ror.org/0002cnv45
60019625,K.L.E. Academy of Higher Education & Research,India,https://ror.org/02vzfsx67
60019629,Hochschule Konstanz University of Applied Sciences,Germany,https://ror.org/051qw9f78
60019637,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente",Italy,https://ror.org/02xz4xc25
60019642,"Istituto Di Fisica Del Plasma Piero Caldirola, Milan",Italy,https://ror.org/02n2bgz18
60019644,Cedar Crest College,United States,https://ror.org/03vxay285
60019647,Georgia Institute of Technology,United States,https://ror.org/01zkghx44
60019648,Al Akhawayn University,Morocco,https://ror.org/03erkev52
60019649,Universidade Federal do Triangulo Mineiro,Brazil,https://ror.org/01av3m334
60019654,Universidade de Santa Cruz do Sul,Brazil,https://ror.org/04zayvt43
60019656,Heriot-Watt University,United Kingdom,https://ror.org/04mghma93
60019658,Alverno College,United States,https://ror.org/04h7gk919
60019660,Alpen-Adria-Universität Klagenfurt,Austria,https://ror.org/05q9m0937
60019663,Technische Universitat Graz,Austria,https://ror.org/00d7xrm67
60019674,Boston University,United States,https://ror.org/05qwgg493
60019675,Delta State University,United States,https://ror.org/0326egx05
60019691,Cedarville University,United States,https://ror.org/01t28d595
60019701,Buffalo State University,United States,https://ror.org/05ms04m92
60019702,University of Birmingham,United Kingdom,https://ror.org/03angcq70
60019705,Crimean Astrophysical Observatory RAS,Ukraine,https://ror.org/05d0bdm05
60019709,Ministry of Education Brazil,Brazil,https://ror.org/02y7p0749
60019711,Office of Science,United States,https://ror.org/00mmn6b08
60019713,Saginaw Valley State University,United States,https://ror.org/01y7m0485
60019716,Hiroshima Institute of Technology,Japan,https://ror.org/02bwkwm60
60019722,Technische Universität München,Germany,https://ror.org/02kkvpp62
60019727,Adyghe State University,Russian Federation,https://ror.org/00tf0yk25
60019732,Space Research and Technology Institute,Bulgaria,https://ror.org/03wye8c03
60019739,Rajiv Gandhi Centre for Biotechnology,India,https://ror.org/05sdqd547
60019740,Kennesaw State University,United States,https://ror.org/00jeqjx33
60019743,Federal Reserve Bank of New York,United States,https://ror.org/05hwvzg47
60019752,Fachhochschule Osnabrück,Germany,https://ror.org/059vymd37
60019754,Manipur University,India,https://ror.org/03964fn67
60019762,Université de Brest (UBO),France,https://ror.org/00x0xhn70
60019763,College of St. Scholastica,United States,https://ror.org/00yy85n18
60019764,China Mobile Communications,China,https://ror.org/0395ve714
60019766,Benedictine College,United States,https://ror.org/02fn4qf13
60019767,Central Research Institute of Structural Materials Prometey,Russian Federation,https://ror.org/05pkv9t98
60019768,The Institute of Applied Energy,Japan,https://ror.org/051ywtd91
60019769,AZTI Fundazioa,Spain,https://ror.org/041c71a74
60019774,Høgskolen i Molde,Norway,https://ror.org/04gf7fp41
60019778,Organisation Européenne pour la Recherche Nucléaire,Switzerland,https://ror.org/01ggx4157
60019792,Ludwig Institute for Cancer Research,United States,https://ror.org/05qdwtz81
60019793,Vlaams Instituut voor Biotechnologie,Belgium,https://ror.org/03xrhmk39
60019813,Instituto Superior de Engenharia de Lisboa,Portugal,https://ror.org/04ea70f07
60019816,Universiteit Leiden,Netherlands,https://ror.org/027bh9e22
60019836,Yangtze University,China,https://ror.org/05bhmhz54
60019839,IFREMER Institut Francais de Recherche pour l'Exploitation de la Mer,France,https://ror.org/044jxhp58
60019840,Shin Kong Wu Ho-Su Memorial Hospital,Taiwan,https://ror.org/04x744g62
60019844,University of Evansville,United States,https://ror.org/04dt46w81
60019850,Ecole de Design Nantes Atlantique,France,https://ror.org/03nh7d505
60019855,Nazareth College,United States,https://ror.org/0224bx186
60019864,Federation of American Scientists,United States,https://ror.org/00m9r8n64
60019868,Weill Cornell Medical Center,United States,https://ror.org/02r109517
60019870,James Cook University,Australia,https://ror.org/04gsp2c11
60019871,Texas A and M International University,United States,https://ror.org/028861t28
60019875,Universidade Federal do Amapa,Brazil,https://ror.org/031va9m79
60019878,Sofia University St. Kliment Ohridski,Bulgaria,https://ror.org/02jv3k292
60019904,ENSTA Paris,France,https://ror.org/0309cs235
60019905,St. Jude Children's Research Hospital,United States,https://ror.org/02r3e0967
60019908,Institut Pierre-Simon Laplace,France,https://ror.org/02haar591
60019909,University of Wisconsin-Milwaukee,United States,https://ror.org/031q21x57
60019925,"Istituto Dei Sistemi Complessi, Rome",Italy,https://ror.org/05rcgef49
60019932,National Library of the Netherlands,Netherlands,https://ror.org/02w4jbg70
60019939,Murdoch University,Australia,https://ror.org/00r4sry34
60019943,Australian Antarctic Division,Australia,https://ror.org/05e89k615
60019957,"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",Germany,https://ror.org/032ymzc07
60019963,Yıldız Teknik Üniversitesi,Turkey,https://ror.org/0547yzj13
60019967,Agriculture and Agri-Food Canada,Canada,https://ror.org/051dzs374
60019970,North Shore University Hospital,United States,https://ror.org/05m8d2x46
60019983,Saga University,Japan,https://ror.org/04f4wg107
60019984,Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek- TNO,Netherlands,https://ror.org/01bnjb948
60019987,Politechnika Wrocławska,Poland,https://ror.org/008fyn775
60019996,Hôpital Fernand-Widal,France,https://ror.org/01zkyzz15
60020000,Spectrum Health,United States,https://ror.org/00qy68j92
60020004,Pontifícia Universidade Católica do Paraná,Brazil,https://ror.org/02x1vjk79
60020014,Kantonsspital Aarau,Switzerland,https://ror.org/056tb3809
60020018,Bellarmine University,United States,https://ror.org/04p81nz21
60020022,Max Planck Institute for Mathematics in the Sciences,Germany,https://ror.org/00ez2he07
60020023,L.V. Prasad Eye Institute India,India,https://ror.org/01w8z9742
60020027,Longwood University,United States,https://ror.org/01awv9175
60020028,Kyorin University,Japan,https://ror.org/0188yz413
60020038,AdvR Incorporated,United States,https://ror.org/02a5t5746
60020040,Seikei University,Japan,https://ror.org/03ptaj492
60020043,Universidade Sao Judas Tadeu,Brazil,https://ror.org/00ttbwp87
60020044,"Shanghai Institute of Ceramics, Chinese Academy of Sciences",China,https://ror.org/034t30j35
60020052,Universidad Autónoma de Querétaro,Mexico,https://ror.org/00v8fdc16
60020054,Simulation Technologies Incorporated,United States,https://ror.org/00hzd4z47
60020058,Radiology Associates,United States,https://ror.org/029gpgj23
60020059,Georgia Southern University,United States,https://ror.org/04agmb972
60020061,Kitami Institute of Technology,Japan,https://ror.org/05wks2t16
60020069,World Wildlife Fund,United States,https://ror.org/011590k05
60020071,Trondheim hovedkontor,Norway,https://ror.org/00a4e3a70
60020075,Leibniz Institute for Neurobiology,Germany,https://ror.org/01zwmgk08
60020084,Forschungszentrum L3S,Germany,https://ror.org/039t4wk02
60020086,Empa - Swiss Federal Laboratories for Materials Science and Technology,Switzerland,https://ror.org/02x681a42
60020100,Bergen Community College,United States,https://ror.org/02hwvpm08
60020101,Institute of Biophysics of the Academy of Sciences of the Czech Republic,Czech Republic,https://ror.org/03h43ff92
60020103,Institut fur Weltraumforschung,Austria,https://ror.org/002w0jp71
60020104,Yaroslav-the-Wise Novgorod State University,Russian Federation,https://ror.org/04qzrw529
60020120,Fachhochschule Dortmund,Germany,https://ror.org/03dv91853
60020126,Hospital Universitario Puerta del Mar,Spain,https://ror.org/040xzg562
60020129,IPBS Institut de Pharmacologie et de Biologie Structurale,France,https://ror.org/016zvc994
60020130,National Technical University Kharkiv Polytechnic Institute,Ukraine,https://ror.org/00yp5c433
60020131,Texas A and M University System,United States,https://ror.org/0034eay46
60020133,St. Petersburg Department of V.A.Steklov Institute of Mathematics of the Russian Academy of Sciences,Russian Federation,https://ror.org/030h9s280
60020135,Bernhard Nocht Institut fur Tropenmedizin Hamburg,Germany,https://ror.org/01evwfd48
60020137,Naval Academy Preparatory School,United States,https://ror.org/0317vxn45
60020141,Solar Turbines Incorporated,United States,https://ror.org/04pg24b43
60020166,Hunter New England NSW Health,Australia,https://ror.org/050b31k83
60020167,Università degli Studi di Reggio Calabria,Italy,https://ror.org/041sz8d87
60020170,Tokyo International University,Japan,https://ror.org/01g9ekh39
60020177,Nippon Bunri University,Japan,https://ror.org/02wp4vw89
60020183,University of Maryland Medical System,United States,https://ror.org/04fkqna53
60020188,Copenhagen Business School,Denmark,https://ror.org/04sppb023
60020189,Kuban State University,Russian Federation,https://ror.org/01yqewm58
60020193,CSIC - Centro de Estudios Avanzados de Blanes (CEAB),Spain,https://ror.org/019pzjm43
60020195,Paul Scherrer Institut,Switzerland,https://ror.org/03eh3y714
60020201,Fraunhofer Institute for Industrial Mathematics ITWM,Germany,https://ror.org/019hjw009
60020204,Physical Sciences Inc.,United States,https://ror.org/021qvjc46
60020209,Institute for Information Recording Nasu,Ukraine,https://ror.org/051bwap89
60020210,University of Rajshahi,Bangladesh,https://ror.org/05nnyr510
60020211,Comision de Investigaciones Cientificas - La Plata,Argentina,https://ror.org/02s7sax82
60020214,Sapporo Medical University,Japan,https://ror.org/01h7cca57
60020216,Sykehuset Asker og Bærum,Norway,https://ror.org/010gpfc02
60020224,Wenzhou University,China,https://ror.org/020hxh324
60020238,Universität Paderborn,Germany,https://ror.org/058kzsd48
60020241,Izmir Ekonomi Universitesi,Turkey,https://ror.org/04hjr4202
60020245,Fort Hays State University,United States,https://ror.org/00rwzgx62
60020256,Capital Normal University,China,https://ror.org/005edt527
60020258,Nanjing Normal University,China,https://ror.org/036trcv74
60020259,"Institute of Mountain Hazards and Environment, Chinese Academy of Sciences",China,https://ror.org/02z0nsb22
60020261,Università della Calabria,Italy,https://ror.org/02rc97e94
60020267,N.N. Krasovskii Institute of Mathematics and Mechanics of the Ural Branch of the Russian Academy of Sciences,Russian Federation,https://ror.org/029fhmb28
60020268,Butler University,United States,https://ror.org/05gq3a412
60020273,Binghamton University State University of New York,United States,https://ror.org/008rmbt77
60020274,Dubna International University,Russian Federation,https://ror.org/04c7yen31
60020277,Parsons Corporation,United States,https://ror.org/00j39jc12
60020288,Université du Québec en Outaouais,Canada,https://ror.org/011pqxa69
60020289,Advisory Board Company,United States,https://ror.org/02q248z41
60020292,"Naturhistorisches Museum, Vienna",Austria,https://ror.org/03ae9x524
60020296,Keck Graduate Institute,United States,https://ror.org/00f4jdp82
60020297,Vidyasagar University,India,https://ror.org/027jsza11
60020298,Universidad Nacional del Comahue,Argentina,https://ror.org/02zvkba47
60020303,A.C.Camargo Cancer Center,Brazil,https://ror.org/03025ga79
60020304,"University of Maryland, College Park",United States,https://ror.org/047s2c258
60020306,Universität Oldenburg,Germany,https://ror.org/033n9gh91
60020315,INRA Institut National de La Recherche Agronomique,France,https://ror.org/05y503v71
60020318,Max Planck Institute for Biogeochemistry,Germany,https://ror.org/051yxp643
60020321,University of Southern Queensland,Australia,https://ror.org/04sjbnx57
60020322,Suez Canal University,Egypt,https://ror.org/02m82p074
60020337,National Bureau of Economic Research,United States,https://ror.org/04grmx538
60020338,Gannon University,United States,https://ror.org/02y041669
60020340,Hospital Clínico Universitario de Valladolid,Spain,https://ror.org/04fffmj41
60020344,King Khaled Eye Specialist Hospital,Saudi Arabia,https://ror.org/00zrhbg82
60020345,Brandenburgische Technische Universität Cottbus,Germany,https://ror.org/02wxx3e24
60020346,"Altai State University, Barnaul",Russian Federation,https://ror.org/04m4wwh75
60020351,Chang Gung University,Taiwan,https://ror.org/00d80zx46
60020365,"Istituto Di Scienze E Tecnologie Molecolari, Milan",Italy,https://ror.org/032tyv240
60020376,Cawthron,New Zealand,https://ror.org/03sffqe64
60020390,Mokpo National Maritime University,South Korea,https://ror.org/023jsyh61
60020399,Alliant International University,United States,https://ror.org/02xzkc718
60020410,Applied Research Associates Incorporated,United States,https://ror.org/04gmfhf08
60020417,Chicago State University,United States,https://ror.org/05ekwbr88
60020420,American University,United States,https://ror.org/052w4zt36
60020425,Sanitätsdienst der Bundeswehr,Germany,https://ror.org/00qay8a95
60020426,Bucknell University,United States,https://ror.org/00fc1qt65
60020435,Seinan Gakuin University,Japan,https://ror.org/03jqhsn85
60020438,Mazda Motor Corporation,Japan,https://ror.org/05hk1wv51
60020441,Appalachian State University,United States,https://ror.org/051m4vc48
60020442,Universität für Angewandte Kunst Wien,Austria,https://ror.org/05yjy4360
60020444,The Catholic University of America,United States,https://ror.org/00kcjks51
60020449,Guilan University of Medical Sciences,Iran,https://ror.org/04ptbrd12
60020453,University of Nebraska at Kearney,United States,https://ror.org/04d5mb615
60020457,Universidade Federal do Ceará,Brazil,https://ror.org/03srtnf24
60020458,Jamia Millia Islamia,India,https://ror.org/00pnhhv55
60020464,Guangxi Normal University,China,https://ror.org/02frt9q65
60020468,National Institute on Drug Abuse (NIDA),United States,https://ror.org/00fq5cm18
60020475,Universidade do Minho,Portugal,https://ror.org/037wpkx04
60020484,Hacettepe Üniversitesi,Turkey,https://ror.org/04kwvgz42
60020486,University of Bern,Switzerland,https://ror.org/02k7v4d05
60020490,Institute of Electrophysics of the Ural Division of the Russian Academy of Sciences,Russian Federation,https://ror.org/051jjt714
60020507,Comisión Nacional de Actividades Espaciales,Argentina,https://ror.org/05nmttp70
60020513,HSE University,Russian Federation,https://ror.org/00av5yz18
60020524,Mae Fah Luang University,Thailand,https://ror.org/00mwhaw71
60020529,Institutu Klinické a Experimentální Medicíny,Czech Republic,https://ror.org/036zr1b90
60020533,Hochschule für Technik und Wirtschaft Saarbrücken,Germany,https://ror.org/01c0m1t63
60020536,Hewlett-Packard Inc.,United States,https://ror.org/00497h462
60020537,Instytut Chemii Bioorganicznej Polskiej Akademii Nauk,Poland,https://ror.org/04ejdtr48
60020541,Universidade Católica de Brasília,Brazil,https://ror.org/0058wy590
60020547,Texas A&M University,United States,https://ror.org/01f5ytq51
60020551,Université Toulouse 1 Capitole,France,https://ror.org/0443n9e75
60020555,United States Department of Health and Human Services,United States,https://ror.org/033jnv181
60020556,Shumei University,Japan,https://ror.org/05aczzj13
60020563,Saitama Medical University,Japan,https://ror.org/04zb31v77
60020565,Children's Hospital Los Angeles,United States,https://ror.org/00412ts95
60020573,Atomic Weapons Establishment,United Kingdom,https://ror.org/02gv4h649
60020577,Australian Bureau of Statistics,Australia,https://ror.org/00ve6e186
60020583,The University of Alabama in Huntsville,United States,https://ror.org/02zsxwr40
60020585,University of Canterbury,New Zealand,https://ror.org/03y7q9t39
60020590,"California State Polytechnic University, Humboldt",United States,https://ror.org/001gpfp45
60020595,"Royal Holloway, University of London",United Kingdom,https://ror.org/04g2vpn86
60020599,Universiteit Twente,Netherlands,https://ror.org/006hf6230
60020606,CHU de Nancy,France,https://ror.org/016ncsr12
60020609,Isfahan University of Medical Sciences,Iran,https://ror.org/04waqzz56
60020615,Kharkiv National University of Radio Electronics,Ukraine,https://ror.org/01ctj1b90
60020620,Chongqing University of Posts and Telecommunications,China,https://ror.org/03dgaqz26
60020621,FernUniversität in Hagen,Germany,https://ror.org/04tkkr536
60020622,Phetchaburi Rajabhat University,Thailand,https://ror.org/01d3jsk91
60020623,Brunel University London,United Kingdom,https://ror.org/00dn4t376
60020631,University of Central Arkansas,United States,https://ror.org/029bp0k25
60020633,University of Louisville,United States,https://ror.org/01ckdn478
60020638,Winona State University,United States,https://ror.org/00kmxt141
60020645,Universidade Municipal de Sao Caetano do Sul,Brazil,https://ror.org/00gby0d64
60020649,GlaxoSmithKline plc.,United Kingdom,https://ror.org/00n3pea85
60020650,University of Bristol,United Kingdom,https://ror.org/0524sp257
60020657,Universidad de León,Spain,https://ror.org/02tzt0b78
60020658,Institut des Matériaux Jean Rouxel,France,https://ror.org/00cqpd580
60020661,University of Liverpool,United Kingdom,https://ror.org/04xs57h96
60020663,Eastman Chemical Company,United States,https://ror.org/053ng1p06
60020669,Anglo Australian Observatory,Australia,https://ror.org/030cszc07
60020674,Harding University,United States,https://ror.org/037thy319
60020675,Kunming University of Science and Technology,China,https://ror.org/00xyeez13
60020680,Harvard-Smithsonian Center for Astrophysics,United States,https://ror.org/03c3r2d17
60020684,Orenburg State University,Russian Federation,https://ror.org/05b0f8e85
60020686,University of Wisconsin-Stevens Point,United States,https://ror.org/05sv6pg41
60020689,Ural State Medical University,Russian Federation,https://ror.org/00fycgp36
60020696,Chiba Prefectural Livestock Research Center,Japan,https://ror.org/04zbejj85
60020697,"Institute of Plasma Physics, Chinese Academy of Sciences",China,https://ror.org/02n2bgz18
60020714,A.T. Still University,United States,https://ror.org/05hr6q169
60020716,Dr. H. S. Gour Vishwavidyalaya Sagar,India,https://ror.org/01xapxe37
60020722,CNA Corporation,United States,https://ror.org/02dzzer59
60020726,Oles Honchar Dnipro National University,Ukraine,https://ror.org/00qk1f078
60020730,Ulster University,United Kingdom,https://ror.org/01yp9g959
60020739,Yamaguchi University,Japan,https://ror.org/03cxys317
60020741,Kawasaki University of Medical Welfare,Japan,https://ror.org/03s2gs602
60020745,Institute of Metal Research Chinese Academy of Sciences,China,https://ror.org/05t8xvx87
60020746,Madonna Rehabilitation Hospital,United States,https://ror.org/015e6tf70
60020755,Volkswagen AG,Germany,https://ror.org/01f3bhg26
60020764,Kavayitri Bahinabai Chaudhari North Maharashtra University,India,https://ror.org/04g7tnd56
60020773,Centre Hospitalier Sainte-Anne,France,https://ror.org/02kxjxy06
60020776,Universidade do Estado do Para,Brazil,https://ror.org/042r36z33
60020778,Fachhochschule Münster,Germany,https://ror.org/00pv45a02
60020792,Nasaret Daehakgyo,South Korea,https://ror.org/04h9pn542
60020794,Albertus Magnus College,United States,https://ror.org/030pv4h84
60020795,AVL List GmbH,Austria,https://ror.org/01bydex26
60020811,Australian Sports Commission,Australia,https://ror.org/01e4w2966
60020814,Magna International Inc.,Canada,https://ror.org/01gk2j051
60020822,Naval Surface Warfare Center,United States,https://ror.org/03d4ecn10
60020825,Jadavpur University,India,https://ror.org/02af4h012
60020828,Flinders University,Australia,https://ror.org/01kpzv902
60020850,Iran Telecommunication Research Center,Iran,https://ror.org/01a3g2z22
60020859,Centre Hospitalier Universitaire de Poitiers,France,https://ror.org/029s6hd13
60020863,Stonehill College,United States,https://ror.org/023288525
60020868,Sierra Nevada Corporation,United States,https://ror.org/00yt6w794
60020870,Chongqing Medical University,China,https://ror.org/017z00e58
60020874,Montana University System,United States,https://ror.org/052msxy68
60020875,Chatham House,United Kingdom,https://ror.org/034vnkd20
60020876,Klinikum Stuttgart,Germany,https://ror.org/059jfth35
60020880,Shanghai Institute of Microsystem and Information Technology Chinese Academy of Sciences,China,https://ror.org/04nytyj38
60020886,Vladimir State University,Russian Federation,https://ror.org/01nxjpd08
60020898,Sant Longowal Institute of Engineering and Technology,India,https://ror.org/01n15vy71
60020901,State of Connecticut,United States,https://ror.org/01mhgwt57
60020902,"Barclays, United Kingdom",United Kingdom,https://ror.org/01few5909
60020903,California State University Channel Islands,United States,https://ror.org/04v097707
60020918,Guangdong Medical University,China,https://ror.org/04k5rxe29
60020919,Università degli Studi della Basilicata,Italy,https://ror.org/03tc05689
60020927,Fachhochschule Landshut,Germany,https://ror.org/01xpfrc74
60020934,Liverpool School of Tropical Medicine,United Kingdom,https://ror.org/03svjbs84
60020939,The Clatterbridge Cancer Centre NHS Foundation Trust,United Kingdom,https://ror.org/05gcq4j10
60020943,"National Research Centre \Kurchatov Institute\""""",Russian Federation,https://ror.org/00n1nz186
60020947,Kangnam University,South Korea,https://ror.org/00ea13906
60020949,University of Maryland Marlene and Stewart Greenebaum Comprehensive Cancer Center,United States,https://ror.org/01vft3j45
60020952,Max Planck Institute of Biophysics,Germany,https://ror.org/02panr271
60020954,"Iberdrola, S.A",Spain,https://ror.org/0030ewy42
60020959,Chihuahua Institute of Technology,Mexico,https://ror.org/038792a28
60020961,Istituto di Bioimmagini e Fisiologia Molecolare,Italy,https://ror.org/00s2j5046
60020966,CHV Centre Hospitalier de Versailles,France,https://ror.org/053evvt91
60020968,Smith Kettlewell Eye Research Institute,United States,https://ror.org/05783y657
60020970,Uudenmaan ja Helsingin sairaanhoitopiirit,Finland,https://ror.org/020cpqb94
60020975,"California State University, Northridge",United States,https://ror.org/005f5hv41
60020980,Valley City State University,United States,https://ror.org/020wewd22
60020984,Seoul Women's University,South Korea,https://ror.org/04b2fhx54
60020985,Universidade de Coimbra,Portugal,https://ror.org/04z8k9a98
60020998,Universidade Estadual do Piaui,Brazil,https://ror.org/02na6tz09
60021001,"Union College, Schenectady",United States,https://ror.org/058w5nk68
60021005,Universiti Teknologi Malaysia,Malaysia,https://ror.org/026w31v75
60021007,"Santa Maria Hospital, Lisbon",Portugal,https://ror.org/05bz1tw26
60021023,University of Wisconsin-La Crosse,United States,https://ror.org/00x8ccz20
60021025,Providence Veterans Affairs Medical Center,United States,https://ror.org/041m0cc93
60021041,Keene State College,United States,https://ror.org/04c1gbz02
60021046,Hospital Universitario de Fuenlabrada,Spain,https://ror.org/04scbtr44
60021056,Comision Nacional de Energia Atomica Argentina,Argentina,https://ror.org/01xz39a70
60021058,Otterbein University,United States,https://ror.org/0384yev14
60021061,Aghia Sophia Children's Hospital,Greece,https://ror.org/0315ea826
60021062,Tunghai University,Taiwan,https://ror.org/00zhvdn11
60021070,Anhui University of Chinese Medicine,China,https://ror.org/035cyhw15
60021071,University of West Florida,United States,https://ror.org/002w4zy91
60021077,Urmia University of Medical Sciences,Iran,https://ror.org/03jbsdf87
60021079,Silicon Laboratories,United States,https://ror.org/05rmtav82
60021080,Naval Air Warfare Center Weapons Division,United States,https://ror.org/03cap2a49
60021084,Babasaheb Bhimrao Ambedkar University,India,https://ror.org/04x7ccp17
60021097,University of Surrey,United Kingdom,https://ror.org/00ks66431
60021099,Worcester State University,United States,https://ror.org/04j8de466
60021113,Xcel Energy,United States,https://ror.org/01dm8v457
60021120,Kumamoto University,Japan,https://ror.org/02cgss904
60021121,Indiana University Bloomington,United States,https://ror.org/02k40bc56
60021136,Södertörn University,Sweden,https://ror.org/00d973h41
60021143,West Virginia University,United States,https://ror.org/011vxgd24
60021157,Lahey Hospital & Medical Center,United States,https://ror.org/01m178w43
60021158,Bangladesh University of Engineering and Technology,Bangladesh,https://ror.org/05a1qpv97
60021160,Cleveland Clinic Foundation,United States,https://ror.org/04dx81q90
60021162,Media Lab Europe,Ireland,https://ror.org/02rbfgr17
60021170,Institute of Semiconductors Chinese Academy of Sciences,China,https://ror.org/0366c6s65
60021176,Anna University,India,https://ror.org/01qhf1r47
60021178,Sony Corporation,Japan,https://ror.org/05k91zb11
60021182,Sun Yat-Sen University,China,
60021187,Temple University Hospital,United States,https://ror.org/028rvnd71
60021190,"Center for Nutrition, Genetics & Health",United States,https://ror.org/05yqeks58
60021193,Japan Synchrotron Radiation Research Institute,Japan,https://ror.org/01xjv7358
60021199,Consiglio Nazionale delle Ricerche,Italy,https://ror.org/04zaypm56
60021200,East China Normal University,China,https://ror.org/02n96ep67
60021208,KDDI Corporation,Japan,https://ror.org/02zvqmp51
60021219,Staffordshire University,United Kingdom,https://ror.org/00d6k8y35
60021221,University of Botswana,Botswana,https://ror.org/01encsj80
60021227,North China Electric Power University,China,https://ror.org/04qr5t414
60021230,McNeese State University,United States,https://ror.org/00h04da97
60021233,Fachhochschule Wiesbaden,Germany,https://ror.org/03q0ab227
60021235,Pennington Biomedical Research Center,United States,https://ror.org/040cnym54
60021238,National Chiayi University,Taiwan,https://ror.org/04gknbs13
60021246,CSIC - Instituto de Catálisis y Petroleoquímica (ICP),Spain,https://ror.org/004swtw80
60021255,UiT Norges Arktiske Universitet,Norway,https://ror.org/00wge5k78
60021260,Université Paris 1 Panthéon-Sorbonne,France,https://ror.org/002t25c44
60021279,Alberta Cancer Board,Canada,https://ror.org/02s4dmy28
60021285,Texas Tech University,United States,https://ror.org/0405mnx93
60021293,International Business Machines,United States,https://ror.org/05hh8d621
60021296,Xinxiang Medical University,China,https://ror.org/038hzq450
60021307,Nagoya University of Commerce and Business,Japan,https://ror.org/00thekh91
60021311,Universität Greifswald,Germany,https://ror.org/00r1edq15
60021318,Maulana Azad National Institute of Technology,India,https://ror.org/026vtd268
60021331,Russian Academy of Sciences,Russian Federation,https://ror.org/05qrfxd25
60021345,Anderson University,United States,https://ror.org/03cebjr81
60021353,Southern Taiwan University of Science and Technology,Taiwan,https://ror.org/0029n1t76
60021361,Uniwersytet Jagielloński,Poland,https://ror.org/03bqmcz70
60021362,Centre College Kentucky,United States,https://ror.org/04n5aqd27
60021374,Hôpital Lariboisiere AP-HP,France,https://ror.org/02mqtne57
60021377,Norges vassdrags- og energidirektorat,Norway,https://ror.org/02syy7986
60021379,Bahçeşehir Üniversitesi,Turkey,https://ror.org/00yze4d93
60021390,Albany Medical Center,United States,https://ror.org/0307crw42
60021391,Nanjing Hydraulic Research Institute,China,https://ror.org/02403qw73
60021397,Framingham State University,United States,https://ror.org/02mp2w060
60021398,Politechnika Swietokrzyska w Kielcach,Poland,https://ror.org/01zywja13
60021401,Seowon University,South Korea,https://ror.org/00ncqx842
60021406,International Monetary Fund,United States,https://ror.org/05m4rmw09
60021420,Warren Wilson College,United States,https://ror.org/04vt0z780
60021427,Communication University of China,China,https://ror.org/04facbs33
60021432,Leibniz Institut fur Pflanzenbiochemie,Germany,https://ror.org/01mzk5576
60021439,United States Environmental Protection Agency,United States,https://ror.org/03tns0030
60021447,Computer Technology Institute and Press,Greece,https://ror.org/021nszj63
60021449,Institute of Theoretical Physics Chinese Academy of Sciences,China,https://ror.org/05cvf7v30
60021451,Sichuan International Studies University,China,https://ror.org/036pm0w06
60021456,"Daiichi Sankyo Company, Limited",Japan,https://ror.org/004nn4n27
60021460,Groene Hart Hospital,Netherlands,https://ror.org/0193sb042
60021463,Khmelnytskyi National University,Ukraine,https://ror.org/04r8a1r80
60021474,Shenyang Institute of Automation Chinese Academy of Sciences,China,https://ror.org/0366c6s65
60021479,Univerzitetni Klinični Center Ljubljana,Slovenia,https://ror.org/01nr6fy72
60021488,Centre INRAE Bretagne-Normandie,France,https://ror.org/003vg9w96
60021492,University of Michigan-Flint,United States,https://ror.org/00jmfr291
60021494,Sakarya Üniversitesi,Turkey,https://ror.org/04ttnw109
60021495,India Meteorological Department,India,https://ror.org/01tdzxm38
60021497,Williams College,United States,https://ror.org/04avkmd49
60021500,Utah Cancer Registry,United States,https://ror.org/007rr9202
