Scopus ID,Primary Org Name,Primary Org City,Primary Org State,Country Name
60008898,"Indian Institute of Technology (Indian School of Mines), Dhanbad",Dhanbad,JH,India
60008907,National Research Foundation,Pretoria,,South Africa
60008911,Wissenschaftszentrum Berlin fur Sozialforschung,Berlin,Berlin,Germany
60008916,Opole University of Technology,Opole,OP,Poland
60008919,Guilin University of Electronic Technology,Guilin,Guangxi,China
60008920,Taibah University,Madinah,Medina,Saudi Arabia
60008922,Lubrizol Corporation,Wickliffe,OH,United States
60008924,Université Paris-Dauphine,Paris,Ile-de-France,France
60008928,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,Hong Kong
60008931,University of Lodz,Lodz,LD,Poland
60008932,College of Saint Rose,Albany,NY,United States
60008935,BRAC University,Dhaka,,Bangladesh
60008941,Istituto Di Linguistica Computazionale,Pisa,PI,Italy
60008943,Universidad de Guadalajara,Guadalajara,JAL,Mexico
60008944,Universidad Nacional de Quilmes,Bernal,Provincia de Buenos Aires,Argentina
60008948,Centro Nacional de Investigaciones Oncológicas,Madrid,Madrid,Spain
60008950,The Australian National University,Canberra,ACT,Australia
60008964,NHS Wales,Cardiff,Wales,United Kingdom
60008970,Singapore National Eye Centre,Singapore City,,Singapore
60008972,Moravian College,Bethlehem,PA,United States
60008973,Czech National Bank,Prague,,Czech Republic
60008978,Texas Children's Hospital,Houston,TX,United States
60008981,Houston Methodist,Houston,TX,United States
60008988,Technische Universität Bergakademie Freiberg,Freiberg,Sachsen,Germany
60008991,Sabancı Üniversitesi,Tuzla,Istanbul,Turkey
60008993,Huygens ING - KNAW,Amsterdam,Noord-Holland,Netherlands
60008997,"Nissan Motor Co., Ltd.",Yokohama,,Japan
60009005,Phillips Exeter Academy,Exeter,NH,United States
60009007,Avinashilingam Institute for Home Science and Higher Education for Women,Coimbatore,TN,India
60009008,"\Ion Ionescu de la Brad\"" Iasi University of Life Sciences""",Iasi,Iasi,Romania
60009009,Royal Brompton Hospital,London,,United Kingdom
60009016,"Birkbeck, University of London",London,,United Kingdom
60009019,Educational Testing Service,Princeton,NJ,United States
60009024,Izmir Yüksek Teknoloji Enstitüsü,Izmir,,Turkey
60009029,Seagate Technology USA,Scotts Valley,CA,United States
60009033,Daegu National University of Education,Daegu,,South Korea
60009037,Jet Propulsion Laboratory,Pasadena,CA,United States
60009044,Spelman College,Atlanta,GA,United States
60009057,Kermanshah University of Medical Sciences,Kermanshah,Kermanshah,Iran
60009060,University of Massachusetts Dartmouth,Dartmouth,MA,United States
60009064,University of Yamanashi,Kofu,Yamanashi,Japan
60009071,Istituto di Fisiologia Clinica del CNR,Pisa,PI,Italy
60009072,"St. Catherine University, USA",Minneapolis,MN,United States
60009081,Silesian University of Technology,Gliwice,,Poland
60009084,Stowers Institute for Medical Research,Kansas City,MO,United States
60009086,Suzuka University of Medical Science,Suzuka,Mie,Japan
60009087,National Space Science and Technology Center,Huntsville,AL,United States
60009089,Gakushuin University,Tokyo,Tokyo,Japan
60009091,Albany College of Pharmacy and Health Sciences,Albany,NY,United States
60009102,Murdoch Children's Research Institute,Melbourne,VIC,Australia
60009106,Saint Michael's College,Colchester,VT,United States
60009108,Fukuoka Institute of Technology,Fukuoka,Fukuoka,Japan
60009114,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Moscow,,Russian Federation
60009115,Technische Hochschule Ingolstadt,Ingolstadt,Bayern,Germany
60009116,Burapha University,Chonburi,,Thailand
60009121,National Institute of Agricultural Extension Management India,Hyderabad,AP,India
60009128,"Universidad Santo Tomas, Santiago",Santiago,RM,Chile
60009149,Instituto Nacional de la Nutrición Salvador Zubiran,Tlalpan,DF,Mexico
60009160,Universidade Federal de Mato Grosso do Sul,Campo Grande,MS,Brazil
60009164,UC Merced,Merced,CA,United States
60009165,The Dow Chemical Company,Midland,MI,United States
60009167,Otago Regional Council,Dunedin,,New Zealand
60009188,"Geosyntec Consultants, Inc.",Atlanta,GA,United States
60009192,Centro de Pesquisas de Energia Eletrica,Rio de Janeiro,RJ,Brazil
60009196,CSIC-UAM - Instituto de Investigaciones Biomédicas Alberto Sols (IIBM),Madrid,Madrid,Spain
60009201,Universite des Antilles et de la Guyane,Pointe-a-Pitre,,France
60009220,Bangalore University,Bengaluru,KA,India
60009222,Evergreen State College,Olympia,WA,United States
60009226,Colorado State University,Fort Collins,CO,United States
60009235,National Research Council,"Washington, D.C.",DC,United States
60009236,Institut polytechnique de Grenoble,Grenoble,,France
60009244,Institute of Minerals and Materials Technology India,Bhubaneswar,OR,India
60009246,Shanghai Institute of Technology,Shanghai,Shanghai,China
60009254,Purdue University,West Lafayette,IN,United States
60009264,Instituto Nacional de Tecnología Agropecuaria Buenos Aires,Buenos Aires,,Argentina
60009278,Universite Paul-Valery Montpellier III,Montpellier,Occitanie,France
60009287,Gurukula Kangri Vishwavidayalaya,Haridwar,UT,India
60009301,"Institute of Semiconductors Physics, National Academy of Sciences in Ukraine",Kyiv,Kyiv Oblast,Ukraine
60009305,CSIC - Centro de Investigaciones Biológicas Margarita Salas (CIB),Madrid,,Spain
60009317,Swiss Ornithological Institute,Sempach,Lucerne,Switzerland
60009319,Science Museum,London,,United Kingdom
60009323,College of DuPage,Glen Ellyn,IL,United States
60009335,Oceanit Laboratories Inc,Honolulu,HI,United States
60009343,Memorial Sloan-Kettering Cancer Center,New York,NY,United States
60009351,Saint Barnabas Health Care System,West Orange/New Jersey,NJ,United States
60009353,Egyptian Atomic Energy Authority,Cairo,Cairo,Egypt
60009357,L'Organisation de Coopération et de Développement Economiques,Paris,Ile-de-France,France
60009358,Linköpings Universitet,Linkoping,Ostergotlands,Sweden
60009364,Centre Hospitalier de Valenciennes,Valenciennes,,France
60009375,D-Wave Systems Inc.,Burnaby,BC,Canada
60009376,Singapore Institute of Mental Health,Singapore City,,Singapore
60009387,"Dongguk University, Seoul",Seoul,,South Korea
60009389,Fox Chase Cancer Center,Philadelphia,PA,United States
60009400,Nanjing University of Post and TeleCommunications,Nanjing,Jiangsu,China
60009401,Biotechnology and Biological Sciences Research Council,Swindon,Wiltshire,United Kingdom
60009404,Louisiana Transportation Research Center,Baton Rouge,LA,United States
60009408,Wayne State University,Detroit,MI,United States
60009409,"China University of Geosciences, Beijing",Beijing,Beijing,China
60009410,CSIC - Instituto de Ciencias Marinas de Andalucia (ICMAN),Cadiz,Cadiz,Spain
60009415,The University of Texas at Dallas,Richardson,TX,United States
60009424,Jihočeská Univerzita v Českých Budějovicích,Ceske Budejovice,,Czech Republic
60009425,Bursa Uludağ Üniversitesi,Bursa,Bursa,Turkey
60009434,European Organisation for Research and Treatment of Cancer,Brussels,BRU,Belgium
60009439,South Carolina State University,Orangeburg,SC,United States
60009445,CHU Angers,Angers,Pays-de-la-Loire,France
60009462,Universidad Católica del Maule,Talca,ML,Chile
60009465,Lafayette College,Easton,PA,United States
60009466,Hospital de La Santa Creu I Sant Pau,Barcelona,Barcelona,Spain
60009470,Howard Hughes Medical Institute,Chevy Chase,MD,United States
60009477,Ondokuz Mayis Üniversitesi,Samsun,,Turkey
60009483,Minerva Foundation Institute for Medical Research Helsinki,Helsinki,,Finland
60009500,The University of Vermont,Burlington,VT,United States
60009506,King Fahd University of Petroleum and Minerals,Dhahran,Eastern Province,Saudi Arabia
60009507,University of Montreal,Montreal,QC,Canada
60009509,Northeast Normal University,Changchun,Jilin,China
60009512,The University of Adelaide,Adelaide,SA,Australia
60009521,Jacksonville State University,Jacksonville,AL,United States
60009523,Science and Technology Facilities Council,Swindon,Wiltshire,United Kingdom
60009526,Landauer,Glenwood,IL,United States
60009527,"Oticon A/S, Denmark",Smorum,,Denmark
60009533,Husson University,Bangor,ME,United States
60009535,Roosevelt University,Chicago,IL,United States
60009543,Translational Genomics Research Institute,Phoenix,AZ,United States
60009550,Northern Illinois University,DeKalb,IL,United States
60009551,Shonan Institute of Technology,Fujisawa,Kanagawa,Japan
60009559,Anhui Normal University,Wuhu,Anhui,China
60009563,Central European University,Vienna,Vienna,Austria
60009568,Russian Federal Space Agency,,,Russian Federation
60009602,University of Limerick,Limerick,Munster,Ireland
60009614,"St. Andrews Biological Station, Fisheries and Oceans Canada",St Andrews,NB,Canada
60009615,CSIR-National Physical Laboratory,New Delhi,,India
60009622,Università Vita-Salute San Raffaele,Milan,MI,Italy
60009625,Empresa Brasileira de Pesquisa Agropecuária - Embrapa,Brasilia,DF,Brazil
60009635,"University of St. Thomas, Minnesota",Saint Paul,MN,United States
60009641,Centro de Supercomputacion de Galicia,Santiago de Compostela,A Coruña,Spain
60009647,University Sorbonne Paris Nord,Villetaneuse,Ile-de-France,France
60009650,Universidade Anhembi Morumbi,Sao Paulo,SP,Brazil
60009652,Tarleton State University,Stephenville,TX,United States
60009660,Lincoln Park Zoo,Chicago,IL,United States
60009668,Florida Gulf Coast University,Fort Myers,FL,United States
60009669,Universidad de Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Canary Islands,Spain
60009681,Hospital de Galdakao,Galdakao,Biscay,Spain
60009691,"Institute of Microelectronics Technology and High Purity Materials, Russian Academy of Sciences",Chernogolovka,Moscow Oblast,Russian Federation
60009696,Clayton State University,Morrow,GA,United States
60009697,University of Manitoba,Winnipeg,MB,Canada
60009701,ENSMA Ecole Nationale Supérieure de Mécanique et d´Aérotechnique,Chasseneuil du Poitou,,France
60009706,Turkish Air Force Academy,Istanbul,,Turkey
60009709,Fachhochschule Salzburg,Salzburg,Salzburg,Austria
60009715,Istanbul Bilgi Üniversitesi,Istanbul,,Turkey
60009728,Centre Interuniversitaire de Recherche en Analyse des Organisations,Montreal,QC,Canada
60009731,Osnabrück University,Osnabruck,Niedersachsen,Germany
60009748,Ragnar Frisch Centre for Economic Research,Oslo,Oslo,Norway
60009750,Minia University,Minya,Minya,Egypt
60009754,Korea Atomic Energy Research Institute,Daejeon,,South Korea
60009755,INRS Institut National de Recherche et de Sécurité,Paris,,France
60009778,Synopsys Incorporated,Sunnyvale,CA,United States
60009780,Universitat de les Illes Balears,Palma,Balearic Islands,Spain
60009787,Max Planck Institute for Social Anthropology,Halle,Sachsen-Anhalt,Germany
60009789,University of Tyumen,Tyumen,Tyumen Oblast,Russian Federation
60009790,"All India Institute of Medical Sciences, New Delhi",New Delhi,,India
60009794,Fraunhofer Institute for Integrated Circuits IIS,Erlangen,Bayern,Germany
60009799,Institute of Informatics Slovak Academy of Sciences,Bratislava,Bratislava Region,Slovakia
60009804,Tuskegee University,Tuskegee,AL,United States
60009806,Lanzhou Jiaotong University,Lanzhou,Gansu,China
60009812,SUNY Old Westbury,Old Westbury,NY,United States
60009824,Tokyo City University,Tokyo,,Japan
60009828,Wellesley College,Wellesley,MA,United States
60009829,Miyagi University of Education,Sendai,Miyagi,Japan
60009831,Washington State University System,Pullman,WA,United States
60009839,National Research Council Canada,Ottawa,ON,Canada
60009841,Central Michigan University,Mount Pleasant,MI,United States
60009843,Indian Institute of Foreign Trade,New Delhi,,India
60009848,Hopital Foch,Suresnes,,France
60009851,Korea Institute for Advanced Study,Seoul,Seoul,South Korea
60009852,Tokushima University,Tokushima,Tokushima,Japan
60009860,Fudan University,Shanghai,,China
60009875,University of Minnesota Duluth,Duluth,MN,United States
60009878,Northeastern State University,Tahlequah,OK,United States
60009881,Kurume Institute of Technology,Kurume,Fukuoka,Japan
60009884,Hebei Medical University,Shijiazhuang,Hebei,China
60009885,Tokai University,Tokyo,,Japan
60009891,ESSEC Business School,Cergy-Pontoise,,France
60009907,Hôpital Saint-Antoine,Paris,Ile-de-France,France
60009913,Częstochowa University Of Technology,Czestochowa,Silesian,Poland
60009914,Free University of Bozen-Bolzano,Bolzano,BZ,Italy
60009915,Universitatea Tehnica Gh. Asachi din IasI,Iasi,Iasi,Romania
60009930,Yamanashi Gakuin University,Kofu,Yamanashi,Japan
60009941,Technische Universität Kaiserslautern,Kaiserslautern,Rheinland-Pfalz,Germany
60009950,Chosun University,Gwangju,,South Korea
60009952,Universitat de Girona,Girona,Girona,Spain
60009954,Xilinx Inc.,San Jose,CA,United States
60009956,"Istituto Di Chimica Dei Composti Organometallici, Sesto Fiorentino",Florence,FI,Italy
60009962,Korea University of Technology and Education,Cheonan,Chungcheongnam-do,South Korea
60009968,Novartis International AG,Basel,,Switzerland
60009969,MRC Epidemiology Unit,Cambridge,Cambridgeshire,United Kingdom
60009972,Université de Moncton,Moncton,NB,Canada
60009978,Houston Advanced Research Center,The Woodlands,TX,United States
60009982,Harvard University,Cambridge,MA,United States
60009998,NECSA,Pretoria,,South Africa
60009999,Universität Innsbruck,Innsbruck,Tyrol,Austria
60010003,Federal Communications Commission,"Washington, D.C.",DC,United States
60010008,Xuchang University,Xuchang,Henan,China
60010017,Baqiyatallah University of Medical Sciences,Tehran,,Iran
60010021,University of Central Oklahoma,Edmond,OK,United States
60010023,Rijksuniversiteit Groningen,Groningen,Groningen,Netherlands
60010029,Ripon College,Ripon,WI,United States
60010031,Joseph Sarwuan Tarka University Makurdi,Makurdi,Benue,Nigeria
60010033,Manukau Institute of Technology,Auckland,,New Zealand
60010037,National Health Research Institutes Taiwan,Zhunan,Miaoli,Taiwan
60010043,Applied Research Corporation,Landover,MD,United States
60010051,AgroParisTech,Palaiseau,Ile-de-France,France
60010055,National University of Oil and Gas «Gubkin University»,Moscow,,Russian Federation
60010057,London Business School,London,,United Kingdom
60010061,Southern Connecticut State University,New Haven,CT,United States
60010062,Istituto Superiore Di Sanita,Rome,,Italy
60010065,The University of Arizona,Tucson,AZ,United States
60010072,Bridgestone Corporation,Chuo-ku,Tokyo,Japan
60010076,Bezirkskrankenhaus Augsburg,Augsburg,Bayern,Germany
60010080,Nanjing University of Science and Technology,Nanjing,Jiangsu,China
60010081,Rissho University,Tokyo,Tokyo,Japan
60010096,Eastern Connecticut State University,Willimantic,CT,United States
60010100,Western Illinois University,Macomb,IL,United States
60010104,Akdeniz Üniversitesi,Antalya,,Turkey
60010105,Asian Institute of Technology Thailand,Amphoe Khlong Luang,Pathum Thani Province,Thailand
60010106,Saint Luke's Hospital Kansas City,Kansas City,MO,United States
60010108,Panteion University of Social and Political Sciences,Athens,Attica,Greece
60010110,Università degli Studi di Sassari,Sassari,SS,Italy
60010119,TCL Corporation,Huizhou,Guangdong,China
60010120,Dianalund Epilepsy Hospital,Dianalund,,Denmark
60010123,International Centre for Diarrhoeal Disease Research Bangladesh,Dhaka,,Bangladesh
60010126,Indian Institute of Technology Guwahati,Guwahati,AS,India
60010131,Dayalbagh Educational Institute,Agra,UP,India
60010137,Kentucky State University,Frankfort,KY,United States
60010144,Universidad Arturo Prat,Iquique,TA,Chile
60010146,Università degli Studi di Catania,Catania,CT,Italy
60010156,Telefonica,Madrid,,Spain
60010162,Children's Cancer Institute Australia for Medical Research,Sydney,NSW,Australia
60010165,University of Arkansas System,Little Rock,AR,United States
60010170,Shanghai University of Traditional Chinese Medicine,Shanghai,,China
60010175,Westfield State University,Westfield,MA,United States
60010176,New York Power Authority,White Plains,NY,United States
60010184,Centro de Investigacion Principe Felipe,Valencia,Valencia,Spain
60010187,College of Staten Island,New York,NY,United States
60010188,Sechenov First Moscow State Medical University,Moscow,,Russian Federation
60010192,Adecco,Glattbrugg,,Switzerland
60010196,Dezhou University,Dezhou,Shandong,China
60010200,Southern Polytechnic State University,Marietta,GA,United States
60010202,Ebonyi State University,Abakaliki,Ebonyi,Nigeria
60010203,"Hon Hai Precision Industry Co., Ltd.",New Taipei City,Taipei,Taiwan
60010206,Shanxi Normal University,Taiyuan,Shanxi,China
60010208,National Audubon Society,New York,NY,United States
60010209,"Istituto Per La Microelettronica E Microsistemi, Catania",Catania,CT,Italy
60010230,Southwestern University,Georgetown,TX,United States
60010237,Food and Drug Administration,Silver Spring,MD,United States
60010244,ConocoPhillips Company,Houston,TX,United States
60010248,Institutt for energiteknikk,Skedsmokorset,Akershus,Norway
60010259,ESR - Environmental Science and Research,Porirua,WGN,New Zealand
60010261,Washington University in St. Louis,St. Louis,MO,United States
60010264,Louisiana Department of Transportation and Development,Baton Rouge,LA,United States
60010265,University of Colorado at Colorado Springs,Colorado Springs,CO,United States
60010266,Society of Petroleum Engineers International,Richardson,TX,United States
60010268,Akademia im. Jana Dlugosza w Czestochowie,Czestochowa,SL,Poland
60010269,The Medical Research Council Laboratory of Molecular Biology,Cambridge,,United Kingdom
60010277,Delta State University Nigeria,Abraka,Delta,Nigeria
60010286,Hopital Antoine Beclere,Clamart,,France
60010293,New York State Office of Mental Health,Albany,NY,United States
60010294,Cairo University,Giza,Giza,Egypt
60010297,Laboratoire de Physique,Lyon,Auvergne-Rhone-Alpes,France
60010307,University of Colorado Denver,Denver,CO,United States
60010325,"Istituto Di Calcolo E Reti Ad Alte Prestazioni, Rende",Rende,CS,Italy
60010330,Slovak Academy of Sciences,Bratislava,,Slovakia
60010337,The Institute of Cancer Research,London,,United Kingdom
60010338,Hamburg University of Technology,Hamburg,,Germany
60010339,Florida Institute of Technology,Melbourne,FL,United States
60010342,Loma Linda University Health,Loma Linda,CA,United States
60010345,Högskolan i Skövde,Skovde,Vastra Gotaland,Sweden
60010346,University of Texas-Pan American,Edinburg,TX,United States
60010348,Universitetet i Oslo,Oslo,Oslo,Norway
60010355,Sankt-Peterburgskij Gosudarstvennyj Elektrotehniceskij Universitet,Saint Petersburg,,Russian Federation
60010357,Colorado Mesa University,Grand Junction,CO,United States
60010365,The University of British Columbia,Vancouver,BC,Canada
60010382,University of Ilorin,Ilorin,Kwara,Nigeria
60010396,CSIC - Instituto de Óptica Daza de Valdés; (IO-CSIC),Madrid,,Spain
60010401,"American Institute of Aeronautics and Astronautics, Inc.",Reston,VA,United States
60010407,Jiaying University,Meizhou,Guangdong,China
60010413,Universiteit Hasselt,Hasselt,VLI,Belgium
60010414,Tottori University,Tottori,Tottori,Japan
60010421,Southwest Jiaotong University,Chengdu,Sichuan,China
60010432,Soochow University,Suzhou,Jiangsu,China
60010447,Centre de Recherche en Économie et Statistique,Palaiseau,Ile-de-France,France
60010449,Apple Computer,Cupertino,CA,United States
60010451,Santa Clara University,Santa Clara,CA,United States
60010458,Western New England University,Springfield,MA,United States
60010461,National Institute of Metrology China,Beijing,,China
60010473,Asahikawa Medical University,Asahikawa,Hokkaido,Japan
60010476,Naturhistorisches Museum Bern,Bern,BE,Switzerland
60010477,Işik Üniversitesi,Istanbul,,Turkey
60010484,Samsung Group,Suwon,,South Korea
60010491,University of Mississippi,University,MS,United States
60010494,University of Southern Maine,Portland,ME,United States
60010499,University of KwaZulu-Natal,Durban,KwaZulu-Natal,South Africa
60010500,Fraunhofer Institute for Manufacturing Technology and Advanced Materials IFAM,Bremen,Bremen,Germany
60010503,Plymouth Marine Laboratory,Plymouth,Devon,United Kingdom
60010518,Shenyang Medical College,Shenyang,Liaoning,China
60010532,Instituto Nacional de Investigaciones Nucleares,Ocoyoacac,MEX,Mexico
60010534,The Brookings Institution,"Washington, D.C.",,United States
60010537,Fairfield University,Fairfield,CT,United States
60010544,University of North Texas Health Science Center at Fort Worth,Fort Worth,TX,United States
60010545,Matrosov Institute for System Dynamics and Control Theory of Siberian Branch of Russian Academy of Sciences,Irkutsk,Irkutsk Oblast,Russian Federation
60010548,National Microbiology Laboratory,Winnipeg,MB,Canada
60010559,Università Carlo Cattaneo,Castellanza,VA,Italy
60010571,"The University of Newcastle, Australia",Callaghan,NSW,Australia
60010578,Collège de France,Paris,Ile-de-France,France
60010580,China Three Gorges University,Yichang,Hubei,China
60010581,"Ministry of Defence, United Kingdom",London,,United Kingdom
60010584,Johnson & Johnson,New Brunswick,NJ,United States
60010586,Universität Ulm,Ulm,Baden-Wurttemberg,Germany
60010591,Central China Normal University,Wuhan,Hubei,China
60010595,Universidad Autonoma de Entre Rios,Parana,Entre Rios,Argentina
60010597,Universidad Autónoma Chapingo,Texcoco,MEX,Mexico
60010600,"BCSIR Laboratories, Dhaka",Dhaka,Dhaka,Bangladesh
60010603,Biomathematics & Statistics Scotland,Edinburgh,,United Kingdom
60010606,East China Jiaotong University,Nanchang,Jiangxi,China
60010618,Vellore Institute of Technology,Vellore,TN,India
60010628,Odesa National University of Technology,Odesa,Odeska Oblast,Ukraine
60010633,Netaji Subhas Institute of Technology,New Delhi,,India
60010649,Laboratoire des Écoulements Géophysiques et Industriels (LEGI),Saint Martin d'Heres,Auvergne-Rhone-Alpes,France
60010652,Instituto de Fomento Pesquero,Valparaiso,,Chile
60010660,Deutsches Diabetes-Zentrum,Dusseldorf,Nordrhein-Westfalen,Germany
60010667,University of Piraeus,Piraeus,Attica,Greece
60010673,"Ministry of Housing, Spatial Planning and the Environment, Netherlands",The Hague,,Netherlands
60010675,Australian Government Department of Human Services,,ACT,Australia
60010678,Nencki Institute of Experimental Biology of the Polish Academy of Sciences,Warsaw,,Poland
60010679,Australian Catholic University,Sydney,NSW,Australia
60010682,Oklahoma City University,Oklahoma City,OK,United States
60010683,Anglo-americká vysoká škola,Prague,,Czech Republic
60010689,Research Center for Eco-Environmental Sciences Chinese Academy of Sciences,Beijing,Beijing,China
60010690,Universidad Nacional de Santiago del Estero,Santiago del Estero,Santiago del Estero,Argentina
60010706,Edogawa University,Nagareyama,Chiba,Japan
60010715,CHR d'Orléans,Orleans,,France
60010716,Israel Atomic Energy Commission,Tel Aviv-Yafo,,Israel
60010726,Doshisha University,Kyoto,Kyoto,Japan
60010742,Utsunomiya University,Utsunomiya,Tochigi,Japan
60010747,Harcourt Butler Technical University,Kanpur,UP,India
60010749,Universidad Nacional de Luján,Lujan,Provincia de Buenos Aires,Argentina
60010751,"JEOL Ltd., Japan",Tokyo,,Japan
60010752,Chongqing Normal University,Chongqing,Chongqing,China
60010754,Hellenic Pasteur Institute,Athens,Attica,Greece
60010756,Dartmouth College,Hanover,NH,United States
60010758,Université de Mons,Mons,WHT,Belgium
60010769,CSIC - Instituto de Acuicultura de Torre de la Sal (IATS),Castellon de la Plana,Castellon,Spain
60010785,National Physical Laboratory,Middlesex,,United Kingdom
60010799,Ahmadu Bello University,Zaria,Kaduna,Nigeria
60010806,The University of Rhode Island,Kingston,RI,United States
60010814,Institut d'Investigacions Biomèdiques August Pi i Sunyer - IDIBAPS,Barcelona,Barcelona,Spain
60010818,University of Kent,Canterbury,Kent,United Kingdom
60010828,Bard College,Red Hook,NY,United States
60010830,TIAS School for Business and Society,Tilburg,Noord-Brabant,Netherlands
60010833,Fisheries and Oceans Canada,Ottawa,ON,Canada
60010836,Research Institute for Astronomy and Astrophysics of Maragha,Maragheh,Tabriz,Iran
60010841,Le Moyne College,Syracuse,NY,United States
60010844,Universitat d'Alacant,Alicante,Alicante,Spain
60010848,University of Fukui,Fukui,Fukui,Japan
60010850,Sanofi S.A.,Gentilly,Ile-de-France,France
60010851,Hohai University,Nanjing,Jiangsu,China
60010859,Federation University Australia,Ballarat,VIC,Australia
60010862,Keldysh Institute of Applied Mathematics of Russian Academy of Sciences,Moscow,,Russian Federation
60010869,Channing Division of Network Medicine,Boston,MA,United States
60010874,College of the Holy Cross,Worcester,MA,United States
60010884,Western University,London,ON,Canada
60010887,The Jackson Laboratory,Bar Harbor,ME,United States
60010892,Tomsk State University of Control Systems and Radioelectronics,Tomsk,Tomsk Oblast,Russian Federation
60010894,Hillsdale College,Hillsdale,MI,United States
60010896,Institute of Engineering Thermophysics Chinese Academy of Sciences,Beijing,,China
60010900,Fonterra Co-operative Group Limited,Auckland,,New Zealand
60010910,DuPont,Wilmington,DE,United States
60010915,Association of Universities for Research in Astronomy,"Washington, D.C.",DC,United States
60010916,CSIC - Instituto de Carboquimica (ICB),Zaragoza,Zaragoza,Spain
60010931,Geological Survey of Israel,Jerusalem,,Israel
60010933,"Ministry of Health, Welfare and Sport, Netherlands",The Hague,,Netherlands
60010934,National Oceanography Centre Southampton,Southampton,,United Kingdom
60010945,Eastern Health,,VIC,Australia
60010953,Donghua University,Shanghai,Shanghai,China
60010955,Changchun University of Science and Technology,Changchun,Jilin,China
60010960,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,Warsaw,MA,Poland
60010962,Physikalisch-Technische Bundesanstalt,Braunschweig,Niedersachsen,Germany
60010964,"Goldsmiths, University of London",London,,United Kingdom
60010968,Isaac Newton Group,Santa Cruz de la Palma,Santa Cruz de Tenerife,Spain
60010974,Japan Coast Guard,Tokyo,Tokyo,Japan
60010986,Mesa Community College,Mesa,AZ,United States
60010993,Institute of Computer Science of the Polish Academy of Sciences,Warsaw,,Poland
60011001,Kyoto University,Kyoto,Kyoto,Japan
60011004,"Nippon Shinyaku Co., Ltd.",Minami,Kyoto,Japan
60011015,"Istituti Fisioterapici Ospitalieri, Rome",Rome,RM,Italy
60011019,Queensland University of Technology,Brisbane,QLD,Australia
60011023,University of Kalyani,Kalyani,WB,India
60011024,Les Hôpitaux Universitaires de Strasbourg,Strasbourg,Grand Est,France
60011025,Universidad Tecnologica de la Mixteca,Huajuapan,OAX,Mexico
60011029,A. O. Kovalevsky Institute of Biology of the Southern Seas of Russian Academy of Science,Sevastopol,,Russian Federation
60011031,Obafemi Awolowo University,Ife,Ogun,Nigeria
60011039,"Instituto de Pesquisas Energeticas e Nucleares, Sao Paulo",Sao Paulo,SP,Brazil
60011040,Institute of Mechanics Chinese Academy of Sciences,Beijing,Beijing,China
60011045,Citigroup,New York,NY,United States
60011047,Kyushu University,Fukuoka,Fukuoka,Japan
60011052,West AnHui University,Lu'an,Anhui,China
60011055,Fraunhofer-Institut für Nachrichtentechnik Heinrich-Hertz-Institut,Berlin,,Germany
60011061,"Luther College, Decorah",Decorah,IA,United States
60011064,Bethune-Cookman University,Daytona Beach,FL,United States
60011066,Université Ibn Tofail,Kenitra,Rabat-Sale-Kenitra,Morocco
60011069,East China University of Science and Technology,Shanghai,,China
60011073,SUNY New Paltz,New Paltz,NY,United States
60011074,"Lingnan University, Hong Kong",Hong Kong,,Hong Kong
60011081,"Academia Sinica, Institute of Earth Sciences",Taipei,,Taiwan
60011091,Galatasaray Üniversitesi,Istanbul,,Turkey
60011100,Centro Nacional de Investigaciones Cardiovasculares Carlos III,Madrid,Madrid,Spain
60011103,Ravenshaw University,Cuttack,OR,India
60011107,Tohoku Institute of Technology,Sendai,Miyagi,Japan
60011116,"California Polytechnic State University, San Luis Obispo",San Luis Obispo,CA,United States
60011125,Instituto Astrofisico de Canarias,San Cristobal de La Laguna,Santa Cruz de Tenerife,Spain
60011132,Ohio University,Athens,OH,United States
60011149,Trinity College Dublin,Dublin,Leinster,Ireland
60011157,Iwate Prefectural University,Iwate District,Iwate,Japan
60011167,Universidad de Monterrey,San Pedro Garza Garcia,NLE,Mexico
60011170,Tampere University,Tampere,Pirkanmaa,Finland
60011186,North China University of Technology,Beijing,,China
60011188,Eastern Washington University,Cheney,WA,United States
60011192,Kolling Institute of Medical Research,Sydney,NSW,Australia
60011210,Jacksonville University,Jacksonville,FL,United States
60011226,Technische Universität Darmstadt,Darmstadt,Hessen,Germany
60011235,Guangdong University of Foreign Studies,Guangzhou,Guangdong,China
60011247,Connecticut College,New London,CT,United States
60011252,Mote Marine Laboratory & Aquarium,Sarasota,FL,United States
60011256,Denison University,Granville,OH,United States
60011262,"Chubu Electric Power Co.,Inc.",Nagoya,,Japan
60011263,Hitotsubashi University,Kunitachi,Tokyo,Japan
60011264,Istituto Nazionale per la Fisica della Materia,Genoa,GE,Italy
60011268,Shahjalal University of Science and Technology,Sylhet,,Bangladesh
60011270,AREVA,Courbevoie,,France
60011274,Fachhochschule Nordwestschweiz FHNW,Windisch,AG,Switzerland
60011278,Baylor University,Waco,TX,United States
60011284,"Universidad de los Andes, Chile",Santiago,RM,Chile
60011287,Pharos University in Alexandria,Alexandria,Alexandria,Egypt
60011303,Heraklion University Hospital,Heraklion,Crete,Greece
