Institution Name,Country Name,ROR ID
Fondazione Edo ed Elvo Tempia,Italy,https://ror.org/01x5t2m44
CSF,Austria,https://ror.org/00hg9t388
Campus Science Support Facilities,Austria,https://ror.org/00hg9t388
SSCC,Singapore,https://ror.org/044hmkx85
Singapore Stem Cell Consortium,Singapore,https://ror.org/044hmkx85
CERMEL,Gabon,https://ror.org/00rg88503
Centre de Recherche Médicales de Lambaréné,Gabon,https://ror.org/00rg88503
General Hospital Asklepieio Voulas,Greece,https://ror.org/036v5qv16
Cangzhou Central Hospital,China,https://ror.org/016m2r485
Asklepios Klinik Altona,Germany,https://ror.org/00pbgsg09
A*STAR-NUS Clinical Imaging Research Centre,Singapore,https://ror.org/02rfzns68
CIRC,Singapore,https://ror.org/02rfzns68
First People's Hospital of Kunshan,China,https://ror.org/01kzsq416
Jiangsu University Affiliated Hospital of Kunshan,China,https://ror.org/01kzsq416
昆山市第一人民医院,China,https://ror.org/01kzsq416
DSI,Singapore,https://ror.org/03k5xes38
Data Storage Institute,Singapore,https://ror.org/03k5xes38
ICES,Singapore,https://ror.org/01cbwn720
Institute of Chemical and Engineering Sciences,Singapore,https://ror.org/01cbwn720
IME,Singapore,https://ror.org/009rw8n36
Institute of Microelectronics,Singapore,https://ror.org/009rw8n36
SIMTech,Singapore,https://ror.org/00f44np30
Singapore Institute of Manufacturing Technology,Singapore,https://ror.org/00f44np30
NMC,Singapore,https://ror.org/035gbps25
National Metrology Centre,Singapore,https://ror.org/035gbps25
A*GA,Singapore,https://ror.org/059yjzn93
A*STAR Graduate Academy,Singapore,https://ror.org/059yjzn93
Bavarian State Collection of Zoology,Germany,https://ror.org/04rekk491
ZSM,Germany,https://ror.org/04rekk491
Zoologische Staatssammlung München,Germany,https://ror.org/04rekk491
AgriBio,Australia,https://ror.org/042kgb568
Biosciences Research Centre,Australia,https://ror.org/042kgb568
Croce Rossa Svizzera,Switzerland,https://ror.org/047pm4955
Croix-Rouge suisse,Switzerland,https://ror.org/047pm4955
SRC,Switzerland,https://ror.org/047pm4955
SRK,Switzerland,https://ror.org/047pm4955
Schweizerisches Rote Kreuz,Switzerland,https://ror.org/047pm4955
Swiss Red Cross,Switzerland,https://ror.org/047pm4955
Kantonsspital Graubünden,Switzerland,https://ror.org/04wpn1218
Beijing Aerospace General Hospital,China,https://ror.org/02zxyre23
KSW,Switzerland,https://ror.org/014gb2s11
Kantonsspital Winterthur,Switzerland,https://ror.org/014gb2s11
Beijing Anding Hospital,China,https://ror.org/021ky1s64
北京安定医院,China,https://ror.org/021ky1s64
Zhongda Hospital Southeast University,China,https://ror.org/01k3hq685
CEI,Bahamas,https://ror.org/00fs71k85
Cape Eleuthera Institute,Bahamas,https://ror.org/00fs71k85
AFFiRiS,Austria,https://ror.org/02damtp46
Chongqing City Mental Health Center,China,https://ror.org/01jcqzd89
CEBaP,Belgium,https://ror.org/00zqa9n78
Centre for Evidence-Based Practice,Belgium,https://ror.org/00zqa9n78
Rode Kruis-Vlaanderen,Belgium,https://ror.org/00zqa9n78
AIMS,South Africa,https://ror.org/02f9k5d27
African Institute for Mathematical Sciences,South Africa,https://ror.org/02f9k5d27
ISAAC,Germany,https://ror.org/00vb2a765
ISAAC Gesellschaft für Unterstützte Kommunikation,Germany,https://ror.org/00vb2a765
BBIB,Germany,https://ror.org/02ewzby52
Berlin Brandenburg Institute of Advanced Biodiversity Research,Germany,https://ror.org/02ewzby52
Berlin-Brandenburgisches Institut für Biodiversitätsforschung,Germany,https://ror.org/02ewzby52
CHESS,Sweden,https://ror.org/05y1kkq06
Centre for Health Equity Studies,Sweden,https://ror.org/05y1kkq06
NNCN,Germany,https://ror.org/00n8pjn35
National Bernstein Network Computational Neuroscience,Germany,https://ror.org/00n8pjn35
Nationale Bernstein Netzwerk Computational Neuroscience,Germany,https://ror.org/00n8pjn35
Centre for Healthy Start Initiative,Nigeria,https://ror.org/017ky5708
HSI,Nigeria,https://ror.org/017ky5708
FumoPrep,Hungary,https://ror.org/038tfqe91
CARMABI,Curacao,https://ror.org/02fjj1z35
CARMABI Foundation,Curacao,https://ror.org/02fjj1z35
Caribbean Research and Management of Biodiversity Foundation,Curacao,https://ror.org/02fjj1z35
The Caribbean Marine Biological Institute,Curacao,https://ror.org/02fjj1z35
CIIE,United Kingdom,https://ror.org/03qp5ww24
"Centre for Immunity, Infection and Evolution",United Kingdom,https://ror.org/03qp5ww24
BBFSF,Bahamas,https://ror.org/02zez7725
Bimini Biological Field Station Foundation,Bahamas,https://ror.org/02zez7725
Agriaquaculture Nutritional Genomic Center,Chile,https://ror.org/01k89ak47
CGNA,Chile,https://ror.org/01k89ak47
El Centro de Genómica Nutricional Agroacuícola,Chile,https://ror.org/01k89ak47
AFEW,Kazakhstan,https://ror.org/03t857d14
AIDS Foundation East-West,Kazakhstan,https://ror.org/03t857d14
Orosháza Városi Önkormányzat Kórháza,Hungary,https://ror.org/000f8rg73
Albion Centre,Australia,https://ror.org/0066jxm83
Aldevron,United States,https://ror.org/03fq30e75
Ministry of Defence,Singapore,https://ror.org/05m38qe70
CDI,United States,https://ror.org/054bzew20
Cellular Dynamics International,United States,https://ror.org/054bzew20
CRL,United Kingdom,https://ror.org/00q2mch05
Charles River Laboratories,United Kingdom,https://ror.org/00q2mch05
CRL,Netherlands,https://ror.org/01tasya06
Charles River Laboratories,Netherlands,https://ror.org/01tasya06
CIRRE,United Kingdom,https://ror.org/026zxn394
Centre for Integrated Research in the Rural Environment,United Kingdom,https://ror.org/026zxn394
AltheaDx,United States,https://ror.org/03fvqqb90
Bioglobe,Germany,https://ror.org/01x33g729
CDDEP,United States,https://ror.org/01skhd946
"Center for Disease Dynamics, Economics & Policy",United States,https://ror.org/01skhd946
CRBLM,Canada,https://ror.org/00t7fmg72
Centre for Research on Brain Language and Music,Canada,https://ror.org/00t7fmg72
Klinik Barmelweid,Switzerland,https://ror.org/04b102659
Biomedical Informatics Research Center Antwerp,Belgium,https://ror.org/02y3cnq68
Biomina,Belgium,https://ror.org/02y3cnq68
Croatian Natural History Museum,Croatia,https://ror.org/03pnyy777
Hrvatski prirodoslovni muzej,Croatia,https://ror.org/03pnyy777
bioMérieux,India,https://ror.org/026mgjd21
CeNTech,Germany,https://ror.org/00wk05f95
Center for Nanotechnology,Germany,https://ror.org/00wk05f95
Evangelical Lutheran Church,Hungary,https://ror.org/04r8fwm85
Magyarországi Evangélikus Egyház,Hungary,https://ror.org/04r8fwm85
Le Centre Hospitalier Princesse Grace,Monaco,https://ror.org/03x1jt541
Princess Grace Hospital Centre,Monaco,https://ror.org/03x1jt541
CFPI,Philippines,https://ror.org/00kwjx418
Cataract Foundation of the Philippines,Philippines,https://ror.org/00kwjx418
CHTNC,New Caledonia,https://ror.org/00ra63c74
Centre Hospitalier Territorial de Nouvelle-Calédonie,New Caledonia,https://ror.org/00ra63c74
Gaston Bourret Hospital,New Caledonia,https://ror.org/00ra63c74
Dalian Municipal Central Hospital,China,https://ror.org/01n6v0a11
大连市中心医院,China,https://ror.org/01n6v0a11
TLRI,Taiwan,https://ror.org/03734kr33
Taiwan Livestock Research Institute,Taiwan,https://ror.org/03734kr33
Xùchǎn Shìyàn Suǒ,Taiwan,https://ror.org/03734kr33
畜產試驗所,Taiwan,https://ror.org/03734kr33
ConocoPhillips,Qatar,https://ror.org/04npze968
CNAG,Spain,https://ror.org/03mynna02
Centre Nacional d'Anàlisi Genòmica,Spain,https://ror.org/03mynna02
Centro Nacional de Análisis Genómico,Spain,https://ror.org/03mynna02
SWD,Malaysia,https://ror.org/01dzyb381
Sabah Wildlife Department,Malaysia,https://ror.org/01dzyb381
QFIS,Qatar,https://ror.org/05t3ccn58
Qatar Faculty of Islamic Studies,Qatar,https://ror.org/05t3ccn58
CHAI,United States,https://ror.org/013mr5k03
Clinton Health Access Initiative,United States,https://ror.org/013mr5k03
"Bill, Hillary & Chelsea Clinton Foundation",United States,https://ror.org/039rgny44
Clinton Foundation,United States,https://ror.org/039rgny44
William J. Clinton Foundation,United States,https://ror.org/039rgny44
CHAI,Ethiopia,https://ror.org/045205d09
Clinton Foundation,Ethiopia,https://ror.org/045205d09
307 Hospital of PLA,China,https://ror.org/00vrd0936
307th Hospital of Chinese People’s Liberation Army,China,https://ror.org/00vrd0936
307医院,China,https://ror.org/00vrd0936
Danish Ramazzini Center,Denmark,https://ror.org/00ttqn045
Dansk Ramazzini Center,Denmark,https://ror.org/00ttqn045
CSM,Monaco,https://ror.org/04kptf457
Centre Scientifique de Monaco,Monaco,https://ror.org/04kptf457
Scientific Centre of Monaco,Monaco,https://ror.org/04kptf457
Daqing First Hospital,China,https://ror.org/01ey7we33
Daqing Oilfield General Hospital,China,https://ror.org/01ey7we33
CTNS,Spain,https://ror.org/00mzj5z57
Centre Tecnològic de Nutrició i Salut,Spain,https://ror.org/00mzj5z57
Technological Center of Nutrition and Health,Spain,https://ror.org/00mzj5z57
DDI,Kuwait,https://ror.org/05tppc012
Dasman Diabetes Institute,Kuwait,https://ror.org/05tppc012
Spitalul Clinic Judetean de Urgentã Craiova,Romania,https://ror.org/036vnbc76
Delfos Hospital,Spain,https://ror.org/03f1en951
EWT,South Africa,https://ror.org/049vf5c24
Endangered Wildlife Trust,South Africa,https://ror.org/049vf5c24
CEFCA,Spain,https://ror.org/01wng0g34
Centro de Estudios de Física del Cosmos de Aragón,Spain,https://ror.org/01wng0g34
Enoshima Aquarium,Japan,https://ror.org/02rv73z09
Disney,United States,https://ror.org/04eg47h42
Walt Disney,United States,https://ror.org/04eg47h42
CISM,Mozambique,https://ror.org/0287jnj14
Centro de Investigação em Saúde de Manhiça,Mozambique,https://ror.org/0287jnj14
Manhiça Health Research Centre,Mozambique,https://ror.org/0287jnj14
NEA,Singapore,https://ror.org/00z4nbg03
National Environment Agency,Singapore,https://ror.org/00z4nbg03
CEHA,Uganda,https://ror.org/02q5qpb12
Conservation and Ecosystem Health Alliance,Uganda,https://ror.org/02q5qpb12
Departamento de DST,Brazil,https://ror.org/01dmrgp19
"Departamento de DST, Aids e Hepatites Virais",Brazil,https://ror.org/01dmrgp19
"Departamento de Infecciones de Transmisión Sexual, Sida y Hepatitis Virales",Brazil,https://ror.org/01dmrgp19
"Department of STD, AIDS and Viral Hepatitis",Brazil,https://ror.org/01dmrgp19
Center for Experimental and Clinical Infection Research,Germany,https://ror.org/04bya8j72
TWINCORE,Germany,https://ror.org/04bya8j72
Zentrum für Experimentelle und Klinische Infektionsforschung,Germany,https://ror.org/04bya8j72
CIBERER,Spain,https://ror.org/01ygm5w19
Centre for Biomedical Network Research on Rare Diseases,Spain,https://ror.org/01ygm5w19
Centro de Investigación Biomédica en Red de Enfermedades Raras,Spain,https://ror.org/01ygm5w19
Doctors Without Borders,France,https://ror.org/0506t0t42
MSF,France,https://ror.org/0506t0t42
Médecins Sans Frontières,France,https://ror.org/0506t0t42
HZWP,China,https://ror.org/03sxnxp24
Hangzhou Wanxiang Polytechnic,China,https://ror.org/03sxnxp24
Filadelfia,Denmark,https://ror.org/0455ha759
DNA Chip Research,Japan,https://ror.org/04b1cqt16
株式会社DNAチップ研究所,Japan,https://ror.org/04b1cqt16
Dominion Diagnostics,United States,https://ror.org/059xf0t91
Centro Dermatológico Federico Lleras Acosta,Colombia,https://ror.org/023kmdf41
Dongfeng General Hospital,China,https://ror.org/04fb6qy86
DIPC,Spain,https://ror.org/02e24yw40
Donostia International Physics Center,Spain,https://ror.org/02e24yw40
CENETROP,Bolivia,https://ror.org/02rxjkx06
Centro Nacional de Enfermedades Tropicales,Bolivia,https://ror.org/02rxjkx06
Erciyes Üniversitesi Tıp Fakültesi Hastaneleri,Turkey,https://ror.org/01vmfza15
Centro Oncologico Veterinario,Italy,https://ror.org/0080e5892
Veterinary Oncological Center,Italy,https://ror.org/0080e5892
EPHI,Ethiopia,https://ror.org/00xytbp33
Ethiopian Public Health Institute,Ethiopia,https://ror.org/00xytbp33
EEI,Namibia,https://ror.org/05mrev375
Etosha Ecological Institute,Namibia,https://ror.org/05mrev375
Dyer Island Conservation Trust,South Africa,https://ror.org/00rbdec72
DWI,Germany,https://ror.org/0186h8060
DWI – Leibniz Institute for Interactive Materials,Germany,https://ror.org/0186h8060
DWI – Leibniz-Institut für Interaktive Materialien,Germany,https://ror.org/0186h8060
Creativ-Ceutical,France,https://ror.org/02v6jgb22
Doctors Without Borders,Luxembourg,https://ror.org/041qyrj45
MSF,Luxembourg,https://ror.org/041qyrj45
Médecins Sans Frontières,Luxembourg,https://ror.org/041qyrj45
CERSYRA,Spain,https://ror.org/027qy6d19
Centro Regional de Selección y Reproducción Animal,Spain,https://ror.org/027qy6d19
DZHK,Germany,https://ror.org/031t5w623
Deutsches Zentrum für Herz-Kreislauf-Forschung,Germany,https://ror.org/031t5w623
German Centre for Cardiovascular Research,Germany,https://ror.org/031t5w623
CHA Bundang Medical Center,South Korea,https://ror.org/04nbqb988
Edogawa Hospital,Japan,https://ror.org/05gw5ee29
江戸川病院,Japan,https://ror.org/05gw5ee29
Excet,United States,https://ror.org/00yx8y731
Colegio Nacional,Mexico,https://ror.org/03wj61f53
National College,Mexico,https://ror.org/03wj61f53
EXcorLab,Germany,https://ror.org/00t6b3b82
FUSCC,China,https://ror.org/00my25942
Fudan University Shanghai Cancer Center,China,https://ror.org/00my25942
Home Ministry,Bangladesh,https://ror.org/01d7y2240
MHA,Bangladesh,https://ror.org/01d7y2240
Ministry of Home Affairs,Bangladesh,https://ror.org/01d7y2240
Dr. Hasan Sadikin General Hospital,Indonesia,https://ror.org/003392690
RSHS,Indonesia,https://ror.org/003392690
Rumah Sakit Dr. Hasan Sadikin Bandung,Indonesia,https://ror.org/003392690
CECAD,Germany,https://ror.org/04c4bwh63
Cologne Excellence Cluster on Cellular Stress Responses in Aging Associated Diseases,Germany,https://ror.org/04c4bwh63
Exzellenzcluster Cellular Stress Responses in Aging-Associated Diseases,Germany,https://ror.org/04c4bwh63
Infinity Pharmaceuticals,United States,https://ror.org/01sfsq511
Public Health Department,India,https://ror.org/00m9dbm09
Fanjingshan National Nature Reserve,China,https://ror.org/017d7xm97
IVCC,United Kingdom,https://ror.org/02phhfw40
Innovative Vector Control Consortium,United Kingdom,https://ror.org/02phhfw40
Almazov National Medical Research Centre,Russian Federation,https://ror.org/03qepc107
Federal Almazov North-West Medical Research Centre,Russian Federation,https://ror.org/03qepc107
Polenov Research Institute of Neurosurgery,Russian Federation,https://ror.org/03qepc107
федеральное государственное бюджетное учреждение Северо-Западный федеральный медицинский исследовательский центр имени В.А. Алмазова Министерства здравоохранения Российской Федерации,Russian Federation,https://ror.org/03qepc107
EcoCiencia,Ecuador,https://ror.org/03xw80974
Henan Provincial Health Bureau,China,https://ror.org/04nne1357
Shandong Provincial QianFoShan Hospital,China,https://ror.org/03wnrsb51
山东省千佛山医院,China,https://ror.org/03wnrsb51
SNP Genetics,South Korea,https://ror.org/02yv7gj50
Shanghai Fenghe Information Technology,China,https://ror.org/058c5yh92
Hebei Mental Health Center,China,https://ror.org/045yjpn53
Sixth People's Hospital of Hebei Province,China,https://ror.org/045yjpn53
FC,India,https://ror.org/00mh7ne83
Fargushan Colege,India,https://ror.org/00mh7ne83
Fergusson College,India,https://ror.org/00mh7ne83
GA,Germany,https://ror.org/02prx6004
Generic Assays,Germany,https://ror.org/02prx6004
Heze Medical College,China,https://ror.org/00ckb9008
Gansu Province Computing Center,China,https://ror.org/003wq4h14
FRC,Finland,https://ror.org/045thge14
Finlands Röda Kors,Finland,https://ror.org/045thge14
Finnish Red Cross,Finland,https://ror.org/045thge14
Suomen Punainen Risti,Finland,https://ror.org/045thge14
Gavi,Switzerland,https://ror.org/0141yg674
First Affiliated Hospital of Dalian Medical University,China,https://ror.org/055w74b96
大连医科大学附属第一医院,China,https://ror.org/055w74b96
First Affiliated Hospital of Gannan Medical University,China,https://ror.org/040gnq226
First Affiliated Hospital of Xi'an Jiaotong University,China,https://ror.org/02tbvhh96
IPG,Belgium,https://ror.org/00zam0e96
Institut de Pathologie et de Génétique,Belgium,https://ror.org/00zam0e96
Institute of Pathology and Genetics,Belgium,https://ror.org/00zam0e96
Bethune International Peace Hospital,China,https://ror.org/040aks519
中国人民解放军白求恩国际和平医院,China,https://ror.org/040aks519
Decipher Biosciences,Canada,https://ror.org/022vy2r94
GenUs BioSystems,United States,https://ror.org/050azj708
GSI,Israel,https://ror.org/058nry849
Geological Survey of Israel,Israel,https://ror.org/058nry849
GNM,Georgia,https://ror.org/05skxzn48
Georgian National Museum,Georgia,https://ror.org/05skxzn48
Sak'art'velos Erovnuli Muzeumi,Georgia,https://ror.org/05skxzn48
აქართველოს ეროვნული მუზე,Georgia,https://ror.org/05skxzn48
First Bethune Hospital of Jilin University,China,https://ror.org/051c4bd82
吉林大学第一医院科研教学楼,China,https://ror.org/051c4bd82
Hospital de Poniente,Spain,https://ror.org/017a18y80
Fuzhou Neuro Psychiatric Hospital,China,https://ror.org/05xd8w204
First Affiliated Hospital of Hebei Medical University,China,https://ror.org/04z3aby64
IRR,Switzerland,https://ror.org/04n404y68
Institut de Recherche en Réadaptation-Réinsertion,Switzerland,https://ror.org/04n404y68
DPIPWE,Australia,https://ror.org/00jwytm78
"Department of Primary Industries, Parks, Water and Environment",Australia,https://ror.org/00jwytm78
First Hospital of Shanxi Medical University,China,https://ror.org/02vzqaq35
Hospital Infantil Manuel de Jesús Rivera,Nicaragua,https://ror.org/02s9hwc03
DZIF,Germany,https://ror.org/028s4q594
Deutsches Zentrum für Infektionsforschung,Germany,https://ror.org/028s4q594
German Center for Infection Research,Germany,https://ror.org/028s4q594
Fhemig,Brazil,https://ror.org/056r88m65
Fundação Hospitalar do Estado de Minas Gerais,Brazil,https://ror.org/056r88m65
Hospital Eduardo de Menezes,Brazil,https://ror.org/056r88m65
DLS,Germany,https://ror.org/035wmq455
Deutsche Leberstiftung,Germany,https://ror.org/035wmq455
German Liver Foundation,Germany,https://ror.org/035wmq455
Gilasio Coding,Israel,https://ror.org/02vtcvw94
Hospital of Southern Norway,Norway,https://ror.org/0068xq694
SSHF,Norway,https://ror.org/0068xq694
Sørlandet sykehus Helse Foretak,Norway,https://ror.org/0068xq694
FCRM,Republic of the Congo,https://ror.org/023f4f524
Fondation Congolaise Pour La Recherche Médicale,Republic of the Congo,https://ror.org/023f4f524
DFI,India,https://ror.org/03ejqwd09
Diabetes Foundation,India,https://ror.org/03ejqwd09
Dignitas International,Malawi,https://ror.org/00jqwr190
Forage Genetics International,United States,https://ror.org/00ny76115
Consorcio Hospitalario Provincial de Castellón,Spain,https://ror.org/00t7jb983
Hospital Sungai Buloh,Malaysia,https://ror.org/030rdap26
SFD,Malaysia,https://ror.org/03sfqvm15
Sabah Forestry Department,Malaysia,https://ror.org/03sfqvm15
DGHS,Bangladesh,https://ror.org/05xkzd182
Directorate General of Health Services,Bangladesh,https://ror.org/05xkzd182
INSP,Ivory Coast,https://ror.org/03nfexg07
Institut National de Santé Publique,Ivory Coast,https://ror.org/03nfexg07
Ekjut,India,https://ror.org/01q3by234
Fortis Flt. Lt. Rajan Dhall Hospital,India,https://ror.org/03jcj5d12
GFATM,Switzerland,https://ror.org/02gysew38
"Global Fund to Fight AIDS, Tuberculosis and Malaria",Switzerland,https://ror.org/02gysew38
The Global Fund,Switzerland,https://ror.org/02gysew38
FAIS,Japan,https://ror.org/01kjq0112
Foundation for Advancement of International Science,Japan,https://ror.org/01kjq0112
公益財団法人国際科学振興財団,Japan,https://ror.org/01kjq0112
GIP,Georgia,https://ror.org/04whx4k53
GIP-Tbilisi,Georgia,https://ror.org/04whx4k53
Global Initiative on Psychiatry,Georgia,https://ror.org/04whx4k53
FIND,Switzerland,https://ror.org/05tcsqz68
Foundation for Innovative New Diagnostics,Switzerland,https://ror.org/05tcsqz68
GSID,United States,https://ror.org/05y0vh566
Global Solutions for Infectious Diseases,United States,https://ror.org/05y0vh566
IRD,New Caledonia,https://ror.org/01j4h9t83
Institut de Recherche pour le Développement,New Caledonia,https://ror.org/01j4h9t83
Institute of Research for the Development,New Caledonia,https://ror.org/01j4h9t83
Ajinomoto,Japan,https://ror.org/044mkdq33
Ajinomoto Kabushiki-gaisha,Japan,https://ror.org/044mkdq33
味の素株式会社,Japan,https://ror.org/044mkdq33
IUCN,United Kingdom,https://ror.org/00yq23r19
International Union for Conservation of Nature,United Kingdom,https://ror.org/00yq23r19
International Union for the Protection of Nature,United Kingdom,https://ror.org/00yq23r19
World Conservation Union,United Kingdom,https://ror.org/00yq23r19
APTA,Brazil,https://ror.org/00s8p6c75
Agência Paulista de Tecnologia dos Agronegócios,Brazil,https://ror.org/00s8p6c75
São Paulo’s Agency for Agribusiness Technology,Brazil,https://ror.org/00s8p6c75
Metabiota,Cameroon,https://ror.org/02g4e1v18
Fraunhofer IBMT,Germany,https://ror.org/05tpsgh61
Fraunhofer Institute for Biomedical Engineering,Germany,https://ror.org/05tpsgh61
Fraunhofer-Institut für Biomedizinische Technik,Germany,https://ror.org/05tpsgh61
IBMT,Germany,https://ror.org/05tpsgh61
FIMM,Finland,https://ror.org/030sbze61
Institute for Molecular Medicine Finland,Finland,https://ror.org/030sbze61
Suomen Molekyylilääketieteen Instituutti,Finland,https://ror.org/030sbze61
Hunan New Wellful,China,https://ror.org/04yw8y022
Institute of Bioinformatics,India,https://ror.org/04hqfvm50
Government Hospital of Thoracic Medicine,India,https://ror.org/04b9y0b76
Tambaram TB Sanatorium,India,https://ror.org/04b9y0b76
Third People's Hospital of Huzhou,China,https://ror.org/03n3qwf37
iAnalysis,Japan,https://ror.org/01mpknn43
Instituto de Biologia do Exército,Brazil,https://ror.org/02egtfm54
IASO General Hospital,Greece,https://ror.org/04qdvmd91
Jiangjin Central Hospital,China,https://ror.org/05mqewt50
Idera Pharmaceuticals,United States,https://ror.org/03zts9g74
IFCE,France,https://ror.org/05pf1p208
Institut Français du Cheval et de l'Équitation,France,https://ror.org/05pf1p208
Children's Hospital of Nanjing Medical University,China,https://ror.org/04pge2a40
Fourth Hospital of Nanjing,China,https://ror.org/04pge2a40
Jiangsu Second Red Cross Hospital,China,https://ror.org/04pge2a40
Second Affiliated Hospital of Nanjing Medical University,China,https://ror.org/04pge2a40
Second Clinical Hospital of Nanjing Medical University,China,https://ror.org/04pge2a40
Jiangsu Provincial Authorities Hospital,China,https://ror.org/02aj9jk84
江苏省省级机关医院,China,https://ror.org/02aj9jk84
Hainan Tranquility Hospital,China,https://ror.org/002qb2q37
JIPD,China,https://ror.org/01d176154
Jiangsu Institute of Parasitic Diseases,China,https://ror.org/01d176154
江苏省寄生虫病防治研究所,China,https://ror.org/01d176154
Changchun City Mental Hospital,China,https://ror.org/034npc439
Sixth Hospital of Changchun City,China,https://ror.org/034npc439
Hainan Branch of People's Liberation Army General Hospital,China,https://ror.org/02p8ayf63
Museo de San Isidro,Spain,https://ror.org/01xrzxy63
los Orígenes de Madrid,Spain,https://ror.org/01xrzxy63
Centre for Space Physics,India,https://ror.org/05v9n8905
Indian Centre for Space Physics,India,https://ror.org/05v9n8905
Jiangsu Nhwa Pharmaceutical,China,https://ror.org/01w5pm594
Lipidomix,Germany,https://ror.org/03qxwkk89
Jiangsu Provincial Hospital of Traditional Chinese Medicine,China,https://ror.org/05sm6p196
江苏省中医药研究院,China,https://ror.org/05sm6p196
IBIMA,Spain,https://ror.org/05n3asa33
Instituto de Investigación Biomédica de Málaga,Spain,https://ror.org/05n3asa33
Alphabio,France,https://ror.org/05ry90052
Jiangxi Academy of Forestry,China,https://ror.org/05808qp03
江西省林业科学院,China,https://ror.org/05808qp03
Loewe Center for Synthetic Microbiology,Germany,https://ror.org/04e209f39
Loewe-Zentrum für Synthetische Mikrobiologie,Germany,https://ror.org/04e209f39
SYNMIKRO,Germany,https://ror.org/04e209f39
Jiangxi Cancer Hospital,China,https://ror.org/00v8g0168
Jiangxi Provincial Cancer Hospital,China,https://ror.org/00v8g0168
Second People's Hospital of Jiangxi Province,China,https://ror.org/00v8g0168
江西省肿瘤医院,China,https://ror.org/00v8g0168
Lola ya Bonobo,Democratic Republic of the Congo,https://ror.org/0300cef81
Megmilk Snow Brand,Japan,https://ror.org/03y46gc61
Snow Brand Milk Products,Japan,https://ror.org/03y46gc61
Yukijirushi Nyūgyō Kabushiki-gaisha,Japan,https://ror.org/03y46gc61
雪印乳業株式会社,Japan,https://ror.org/03y46gc61
Longgang Central Hospital,China,https://ror.org/00j5y7k81
Ninth People's Hospital of Shenzhen,China,https://ror.org/00j5y7k81
Min-Hwei College of Health Care Management,Taiwan,https://ror.org/0109nma88
Minhui Health Care Management College,Taiwan,https://ror.org/0109nma88
Minerva Foundation,Finland,https://ror.org/0152xm391
Brain Hospital of Jilin,China,https://ror.org/04x1arp29
Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,Brazil,https://ror.org/033xtdz52
Jardim Botânico,Brazil,https://ror.org/033xtdz52
Rio de Janeiro Botanical Garden,Brazil,https://ror.org/033xtdz52
Minhang District Central Hospital,China,https://ror.org/00p0n9a62
Shanghai Minhang District Central Hospital,China,https://ror.org/00p0n9a62
IMARPE,Peru,https://ror.org/01gbk3827
Instituto del Mar del Peru,Peru,https://ror.org/01gbk3827
Ministry of Public Health,Democratic Republic of the Congo,https://ror.org/02dbz7n48
Ministère de la Santé Publique,Democratic Republic of the Congo,https://ror.org/02dbz7n48
Jinan Military General Hospital,China,https://ror.org/05chjan92
中国人民解放军济南军区总医院,China,https://ror.org/05chjan92
Lundbeck Foundation,Denmark,https://ror.org/03hz8wd80
Lundbeckfonden,Denmark,https://ror.org/03hz8wd80
Centro Federal de Educação Tecnológica de Química de Nilópolis,Brazil,https://ror.org/007qd1t98
Federal Institute of Rio de Janeiro,Brazil,https://ror.org/007qd1t98
IFRJ,Brazil,https://ror.org/007qd1t98
"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",Brazil,https://ror.org/007qd1t98
"Rio de Janeiro Federal Institute of Education, Science and Technology",Brazil,https://ror.org/007qd1t98
Jinan Stomatological Hospital,China,https://ror.org/03j2mew82
济南市口腔医院,China,https://ror.org/03j2mew82
MSAL,Argentina,https://ror.org/024h8p458
Ministerio de Salud,Argentina,https://ror.org/024h8p458
Mabtech,Sweden,https://ror.org/057s3rs39
IMIB,Spain,https://ror.org/053j10c72
Instituto Murciano de Investigación Biosanitaria,Spain,https://ror.org/053j10c72
MITOSATH,Nigeria,https://ror.org/03jhz9k05
Mission to Save the Helpless,Nigeria,https://ror.org/03jhz9k05
Jinhua Central Hospital,China,https://ror.org/04z13ha89
金华市中心医院,China,https://ror.org/04z13ha89
Mitera Hospital,Greece,https://ror.org/02mgwph26
INBio,Costa Rica,https://ror.org/02s4dhq46
Instituto Nacional de Biodiversidad,Costa Rica,https://ror.org/02s4dhq46
National Biodiversity Institute,Costa Rica,https://ror.org/02s4dhq46
INBEB,Brazil,https://ror.org/044x68458
Instituto Nacional de Ciência e Tecnologia em Biologia Estrutural e Bioimagens,Brazil,https://ror.org/044x68458
National Institute of Science and Technology for Structural Biology and Bioimaging,Brazil,https://ror.org/044x68458
Hospital del Niño,Peru,https://ror.org/01a2d7067
Instituto Nacional de Salud del Niño,Peru,https://ror.org/01a2d7067
KACST,Saudi Arabia,https://ror.org/05tdz6m39
King Abdulaziz City for Science and Technology,Saudi Arabia,https://ror.org/05tdz6m39
SANCST,Saudi Arabia,https://ror.org/05tdz6m39
Saudi Arabian National Center for Science & Technology,Saudi Arabia,https://ror.org/05tdz6m39
مدينة الملك عبد العزيز للعلوم والتقنية,Saudi Arabia,https://ror.org/05tdz6m39
MARC,China,https://ror.org/03h4e4c54
Model Animal Research Center,China,https://ror.org/03h4e4c54
JSI,United States,https://ror.org/01wjew854
